REF_DATE,GEO,Custodial admissions,Age group,VALUE
2020/2021,Nova Scotia,Remand,18 to 19 years,64
2020/2021,Nova Scotia,Remand,20 to 24 years,325
2020/2021,Nova Scotia,Remand,25 to 29 years,455
2020/2021,Nova Scotia,Remand,30 to 34 years,496
2020/2021,Nova Scotia,Remand,35 to 39 years,365
2020/2021,Nova Scotia,Remand,40 to 44 years,315
2020/2021,Nova Scotia,Remand,45 to 49 years,182
2020/2021,Nova Scotia,Remand,50 years and over,304
2020/2021,Nova Scotia,Remand,Age unknown,25
2020/2021,Nova Scotia,Remand,Median age on admission,34
2020/2021,Nova Scotia,Other custodial statuses,"Total, custodial admissions by age group",218
2020/2021,Nova Scotia,Other custodial statuses,18 to 19 years,1
2020/2021,Nova Scotia,Other custodial statuses,20 to 24 years,22
2020/2021,Nova Scotia,Other custodial statuses,25 to 29 years,54
2020/2021,Nova Scotia,Other custodial statuses,30 to 34 years,54
2020/2021,Nova Scotia,Other custodial statuses,35 to 39 years,31
2020/2021,Nova Scotia,Other custodial statuses,40 to 44 years,11
2020/2021,Nova Scotia,Other custodial statuses,45 to 49 years,9
2020/2021,Nova Scotia,Other custodial statuses,50 years and over,36
2020/2021,Nova Scotia,Other custodial statuses,Age unknown,0
2020/2021,Nova Scotia,Other custodial statuses,Median age on admission,0
2020/2021,New Brunswick,"Total, custodial admissions","Total, custodial admissions by age group",3724
2020/2021,New Brunswick,"Total, custodial admissions",18 to 19 years,85
2020/2021,New Brunswick,"Total, custodial admissions",20 to 24 years,446
2020/2021,New Brunswick,"Total, custodial admissions",25 to 29 years,729
2020/2021,New Brunswick,"Total, custodial admissions",30 to 34 years,677
2020/2021,New Brunswick,"Total, custodial admissions",35 to 39 years,655
2020/2021,New Brunswick,"Total, custodial admissions",40 to 44 years,409
2020/2021,New Brunswick,"Total, custodial admissions",45 to 49 years,305
2020/2021,New Brunswick,"Total, custodial admissions",50 years and over,418
2020/2021,New Brunswick,"Total, custodial admissions",Age unknown,0
2020/2021,New Brunswick,Sentenced,"Total, custodial admissions by age group",1354
2020/2021,New Brunswick,Sentenced,18 to 19 years,15
2020/2021,New Brunswick,Sentenced,20 to 24 years,156
2020/2021,New Brunswick,Sentenced,25 to 29 years,249
2020/2021,New Brunswick,Sentenced,30 to 34 years,237
2020/2021,New Brunswick,Sentenced,35 to 39 years,236
2020/2021,New Brunswick,Sentenced,40 to 44 years,151
2020/2021,New Brunswick,Sentenced,45 to 49 years,133
2020/2021,New Brunswick,Sentenced,50 years and over,177
2020/2021,New Brunswick,Sentenced,Age unknown,0
2020/2021,New Brunswick,Sentenced,Median age on admission,35
2020/2021,New Brunswick,Remand,"Total, custodial admissions by age group",1913
2020/2021,New Brunswick,Remand,18 to 19 years,58
2020/2021,New Brunswick,Remand,20 to 24 years,232
2020/2021,New Brunswick,Remand,25 to 29 years,389
2020/2021,New Brunswick,Remand,30 to 34 years,350
2020/2021,New Brunswick,Remand,35 to 39 years,344
2020/2021,New Brunswick,Remand,40 to 44 years,210
2020/2021,New Brunswick,Remand,45 to 49 years,138
2020/2021,New Brunswick,Remand,50 years and over,192
2020/2021,New Brunswick,Remand,Age unknown,0
2020/2021,New Brunswick,Remand,Median age on admission,34
2020/2021,New Brunswick,Other custodial statuses,"Total, custodial admissions by age group",457
2020/2021,New Brunswick,Other custodial statuses,18 to 19 years,12
2020/2021,New Brunswick,Other custodial statuses,20 to 24 years,58
2020/2021,New Brunswick,Other custodial statuses,25 to 29 years,91
2020/2021,New Brunswick,Other custodial statuses,30 to 34 years,90
2020/2021,New Brunswick,Other custodial statuses,35 to 39 years,75
2020/2021,New Brunswick,Other custodial statuses,40 to 44 years,48
2020/2021,New Brunswick,Other custodial statuses,45 to 49 years,34
2020/2021,New Brunswick,Other custodial statuses,50 years and over,49
2020/2021,New Brunswick,Other custodial statuses,Age unknown,0
2020/2021,Quebec,"Total, custodial admissions","Total, custodial admissions by age group",22182
2020/2021,Quebec,"Total, custodial admissions",18 to 19 years,551
2020/2021,Quebec,"Total, custodial admissions",20 to 24 years,2643
2020/2021,Quebec,"Total, custodial admissions",25 to 29 years,3744
2020/2021,Quebec,"Total, custodial admissions",30 to 34 years,3722
2020/2021,Quebec,"Total, custodial admissions",35 to 39 years,3329
2020/2021,Quebec,"Total, custodial admissions",40 to 44 years,2717
2020/2021,Quebec,"Total, custodial admissions",45 to 49 years,1905
2020/2021,Quebec,"Total, custodial admissions",50 years and over,3571
2020/2021,Quebec,"Total, custodial admissions",Age unknown,0
2020/2021,Quebec,Sentenced,"Total, custodial admissions by age group",4792
2020/2021,Quebec,Sentenced,18 to 19 years,34
2020/2021,Quebec,Sentenced,20 to 24 years,512
2020/2021,Quebec,Sentenced,25 to 29 years,803
2020/2021,Quebec,Sentenced,30 to 34 years,799
2020/2021,Quebec,Sentenced,35 to 39 years,667
2020/2021,Quebec,Sentenced,40 to 44 years,572
2020/2021,Quebec,Sentenced,45 to 49 years,388
2020/2021,Quebec,Sentenced,50 years and over,1017
2020/2021,Quebec,Sentenced,Age unknown,0
2020/2021,Quebec,Sentenced,Median age on admission,36
2020/2021,Quebec,Remand,"Total, custodial admissions by age group",17388
2020/2021,Quebec,Remand,18 to 19 years,517
2020/2021,Quebec,Remand,20 to 24 years,2131
2020/2021,Quebec,Remand,25 to 29 years,2941
2020/2021,Quebec,Remand,30 to 34 years,2922
2020/2021,Quebec,Remand,35 to 39 years,2662
2020/2021,Quebec,Remand,40 to 44 years,2144
2020/2021,Quebec,Remand,45 to 49 years,1517
2020/2021,Quebec,Remand,50 years and over,2554
2020/2021,Quebec,Remand,Age unknown,0
2020/2021,Quebec,Remand,Median age on admission,35
2020/2021,Quebec,Other custodial statuses,"Total, custodial admissions by age group",2
2020/2021,Quebec,Other custodial statuses,18 to 19 years,0
2020/2021,Quebec,Other custodial statuses,20 to 24 years,0
2020/2021,Quebec,Other custodial statuses,25 to 29 years,0
2020/2021,Quebec,Other custodial statuses,30 to 34 years,1
2020/2021,Quebec,Other custodial statuses,35 to 39 years,0
2020/2021,Quebec,Other custodial statuses,40 to 44 years,1
2020/2021,Quebec,Other custodial statuses,45 to 49 years,0
2020/2021,Quebec,Other custodial statuses,50 years and over,0
2020/2021,Quebec,Other custodial statuses,Age unknown,0
2020/2021,Quebec,Other custodial statuses,Median age on admission,36
2020/2021,Ontario,"Total, custodial admissions","Total, custodial admissions by age group",54087
2020/2021,Ontario,"Total, custodial admissions",18 to 19 years,1502
2020/2021,Ontario,"Total, custodial admissions",20 to 24 years,7513
2020/2021,Ontario,"Total, custodial admissions",25 to 29 years,10404
2020/2021,Ontario,"Total, custodial admissions",30 to 34 years,11099
2020/2021,Ontario,"Total, custodial admissions",35 to 39 years,9053
2020/2021,Ontario,"Total, custodial admissions",40 to 44 years,5854
2020/2021,Ontario,"Total, custodial admissions",45 to 49 years,3510
2020/2021,Ontario,"Total, custodial admissions",50 years and over,5147
2020/2021,Ontario,"Total, custodial admissions",Age unknown,5
2020/2021,Ontario,Sentenced,"Total, custodial admissions by age group",9020
2020/2021,Ontario,Sentenced,18 to 19 years,131
2020/2021,Ontario,Sentenced,20 to 24 years,1079
2020/2021,Ontario,Sentenced,25 to 29 years,1763
2020/2021,Ontario,Sentenced,30 to 34 years,1861
2020/2021,Ontario,Sentenced,35 to 39 years,1604
2020/2021,Ontario,Sentenced,40 to 44 years,983
2020/2021,Ontario,Sentenced,45 to 49 years,672
2020/2021,Ontario,Sentenced,50 years and over,926
2020/2021,Ontario,Sentenced,Age unknown,1
2020/2021,Ontario,Sentenced,Median age on admission,33
2020/2021,Ontario,Remand,"Total, custodial admissions by age group",30331
2020/2021,Ontario,Remand,18 to 19 years,1001
2020/2021,Ontario,Remand,20 to 24 years,4301
2020/2021,Ontario,Remand,25 to 29 years,5811
2020/2021,Ontario,Remand,30 to 34 years,6200
2020/2021,Ontario,Remand,35 to 39 years,4977
2020/2021,Ontario,Remand,40 to 44 years,3321
2020/2021,Ontario,Remand,45 to 49 years,1916
2020/2021,Ontario,Remand,50 years and over,2802
2020/2021,Ontario,Remand,Age unknown,2
2020/2021,Ontario,Remand,Median age on admission,33
2020/2021,Ontario,Other custodial statuses,"Total, custodial admissions by age group",14736
2020/2021,Ontario,Other custodial statuses,18 to 19 years,370
2020/2021,Ontario,Other custodial statuses,20 to 24 years,2133
2020/2021,Ontario,Other custodial statuses,25 to 29 years,2830
2020/2021,Ontario,Other custodial statuses,30 to 34 years,3038
2020/2021,Ontario,Other custodial statuses,35 to 39 years,2472
2020/2021,Ontario,Other custodial statuses,40 to 44 years,1550
2020/2021,Ontario,Other custodial statuses,45 to 49 years,922
2020/2021,Ontario,Other custodial statuses,50 years and over,1419
2020/2021,Ontario,Other custodial statuses,Age unknown,2
2020/2021,Ontario,Other custodial statuses,Median age on admission,0
2020/2021,Manitoba,"Total, custodial admissions","Total, custodial admissions by age group",12073
2020/2021,Manitoba,"Total, custodial admissions",18 to 19 years,424
2020/2021,Manitoba,"Total, custodial admissions",20 to 24 years,2232
2020/2021,Manitoba,"Total, custodial admissions",25 to 29 years,2804
2020/2021,Manitoba,"Total, custodial admissions",30 to 34 years,2423
2020/2021,Manitoba,"Total, custodial admissions",35 to 39 years,1896
2020/2021,Manitoba,"Total, custodial admissions",40 to 44 years,1113
2020/2021,Manitoba,"Total, custodial admissions",45 to 49 years,572
2020/2021,Manitoba,"Total, custodial admissions",50 years and over,600
2020/2021,Manitoba,"Total, custodial admissions",Age unknown,9
2020/2021,Manitoba,Sentenced,"Total, custodial admissions by age group",4206
2020/2021,Manitoba,Sentenced,18 to 19 years,112
2020/2021,Manitoba,Sentenced,20 to 24 years,771
2020/2021,Manitoba,Sentenced,25 to 29 years,967
2020/2021,Manitoba,Sentenced,30 to 34 years,862
2020/2021,Manitoba,Sentenced,35 to 39 years,658
2020/2021,Manitoba,Sentenced,40 to 44 years,402
2020/2021,Manitoba,Sentenced,45 to 49 years,194
2020/2021,Manitoba,Sentenced,50 years and over,235
2020/2021,Manitoba,Sentenced,Age unknown,5
2020/2021,Manitoba,Sentenced,Median age on admission,31
2020/2021,Manitoba,Remand,"Total, custodial admissions by age group",7587
2020/2021,Manitoba,Remand,18 to 19 years,304
2020/2021,Manitoba,Remand,20 to 24 years,1401
2020/2021,Manitoba,Remand,25 to 29 years,1758
2020/2021,Manitoba,Remand,30 to 34 years,1512
2020/2021,Manitoba,Remand,35 to 39 years,1201
2020/2021,Manitoba,Remand,40 to 44 years,687
2020/2021,Manitoba,Remand,45 to 49 years,371
2020/2021,Manitoba,Remand,50 years and over,350
2020/2021,Manitoba,Remand,Age unknown,3
2020/2021,Manitoba,Remand,Median age on admission,31
2020/2021,Manitoba,Other custodial statuses,"Total, custodial admissions by age group",280
2020/2021,Manitoba,Other custodial statuses,18 to 19 years,8
2020/2021,Manitoba,Other custodial statuses,20 to 24 years,60
2020/2021,Manitoba,Other custodial statuses,25 to 29 years,79
2020/2021,Manitoba,Other custodial statuses,30 to 34 years,49
2020/2021,Manitoba,Other custodial statuses,35 to 39 years,37
2020/2021,Manitoba,Other custodial statuses,40 to 44 years,24
2020/2021,Manitoba,Other custodial statuses,45 to 49 years,7
2020/2021,Manitoba,Other custodial statuses,50 years and over,15
2020/2021,Manitoba,Other custodial statuses,Age unknown,1
2020/2021,Manitoba,Other custodial statuses,Median age on admission,29
2020/2021,Saskatchewan,"Total, custodial admissions","Total, custodial admissions by age group",10726
2020/2021,Saskatchewan,"Total, custodial admissions",18 to 19 years,412
2020/2021,Saskatchewan,"Total, custodial admissions",20 to 24 years,1898
2020/2021,Saskatchewan,"Total, custodial admissions",25 to 29 years,2486
2020/2021,Saskatchewan,"Total, custodial admissions",30 to 34 years,2149
2020/2021,Saskatchewan,"Total, custodial admissions",35 to 39 years,1601
2020/2021,Saskatchewan,"Total, custodial admissions",40 to 44 years,997
2020/2021,Saskatchewan,"Total, custodial admissions",45 to 49 years,582
2020/2021,Saskatchewan,"Total, custodial admissions",50 years and over,600
2020/2021,Saskatchewan,"Total, custodial admissions",Age unknown,1
2020/2021,Saskatchewan,Sentenced,"Total, custodial admissions by age group",3018
2020/2021,Saskatchewan,Sentenced,18 to 19 years,84
2020/2021,Saskatchewan,Sentenced,20 to 24 years,527
2020/2021,Saskatchewan,Sentenced,25 to 29 years,699
2020/2021,Saskatchewan,Sentenced,30 to 34 years,605
2020/2021,Saskatchewan,Sentenced,35 to 39 years,438
2020/2021,Saskatchewan,Sentenced,40 to 44 years,271
2020/2021,Saskatchewan,Sentenced,45 to 49 years,177
2020/2021,Saskatchewan,Sentenced,50 years and over,217
2020/2021,Saskatchewan,Sentenced,Age unknown,0
2020/2021,Saskatchewan,Sentenced,Median age on admission,31
2020/2021,Saskatchewan,Remand,"Total, custodial admissions by age group",7431
2020/2021,Saskatchewan,Remand,18 to 19 years,327
2020/2021,Saskatchewan,Remand,20 to 24 years,1352
2020/2021,Saskatchewan,Remand,25 to 29 years,1716
2020/2021,Saskatchewan,Remand,30 to 34 years,1489
2020/2021,Saskatchewan,Remand,35 to 39 years,1113
2020/2021,Saskatchewan,Remand,40 to 44 years,698
2020/2021,Saskatchewan,Remand,45 to 49 years,387
2020/2021,Saskatchewan,Remand,50 years and over,348
2020/2021,Saskatchewan,Remand,Age unknown,1
2020/2021,Saskatchewan,Remand,Median age on admission,30
2020/2021,Saskatchewan,Other custodial statuses,"Total, custodial admissions by age group",277
2020/2021,Saskatchewan,Other custodial statuses,18 to 19 years,1
2020/2021,Saskatchewan,Other custodial statuses,20 to 24 years,19
2020/2021,Saskatchewan,Other custodial statuses,25 to 29 years,71
2020/2021,Saskatchewan,Other custodial statuses,30 to 34 years,55
2020/2021,Saskatchewan,Other custodial statuses,35 to 39 years,50
2020/2021,Saskatchewan,Other custodial statuses,40 to 44 years,28
2020/2021,Saskatchewan,Other custodial statuses,45 to 49 years,18
2020/2021,Saskatchewan,Other custodial statuses,50 years and over,35
2020/2021,Saskatchewan,Other custodial statuses,Age unknown,0
2020/2021,Saskatchewan,Other custodial statuses,Median age on admission,
2020/2021,Alberta,"Total, custodial admissions","Total, custodial admissions by age group",21843
2020/2021,Alberta,"Total, custodial admissions",18 to 19 years,487
2020/2021,Alberta,"Total, custodial admissions",20 to 24 years,2857
2020/2021,Alberta,"Total, custodial admissions",25 to 29 years,4181
2020/2021,Alberta,"Total, custodial admissions",30 to 34 years,4768
2020/2021,Alberta,"Total, custodial admissions",35 to 39 years,4049
2020/2021,Alberta,"Total, custodial admissions",40 to 44 years,2468
2020/2021,Alberta,"Total, custodial admissions",45 to 49 years,1436
2020/2021,Alberta,"Total, custodial admissions",50 years and over,1597
2020/2021,Alberta,"Total, custodial admissions",Age unknown,0
2020/2021,Alberta,Sentenced,"Total, custodial admissions by age group",7903
2020/2021,Alberta,Sentenced,18 to 19 years,90
2020/2021,Alberta,Sentenced,20 to 24 years,989
2020/2021,Alberta,Sentenced,25 to 29 years,1451
2020/2021,Alberta,Sentenced,30 to 34 years,1663
2020/2021,Alberta,Sentenced,35 to 39 years,1438
2020/2021,Alberta,Sentenced,40 to 44 years,936
2020/2021,Alberta,Sentenced,45 to 49 years,550
2020/2021,Alberta,Sentenced,50 years and over,786
2020/2021,Alberta,Sentenced,Age unknown,0
2020/2021,Alberta,Sentenced,Median age on admission,34
2020/2021,Alberta,Remand,"Total, custodial admissions by age group",12131
2020/2021,Alberta,Remand,18 to 19 years,370
2020/2021,Alberta,Remand,20 to 24 years,1666
2020/2021,Alberta,Remand,25 to 29 years,2385
2020/2021,Alberta,Remand,30 to 34 years,2690
2020/2021,Alberta,Remand,35 to 39 years,2256
2020/2021,Alberta,Remand,40 to 44 years,1313
2020/2021,Alberta,Remand,45 to 49 years,777
2020/2021,Alberta,Remand,50 years and over,674
2020/2021,Alberta,Remand,Age unknown,0
2020/2021,Alberta,Remand,Median age on admission,32
2020/2021,Alberta,Other custodial statuses,"Total, custodial admissions by age group",1809
2020/2021,Alberta,Other custodial statuses,18 to 19 years,27
2020/2021,Alberta,Other custodial statuses,20 to 24 years,202
2020/2021,Alberta,Other custodial statuses,25 to 29 years,345
2020/2021,Alberta,Other custodial statuses,30 to 34 years,415
2020/2021,Alberta,Other custodial statuses,35 to 39 years,355
2020/2021,Alberta,Other custodial statuses,40 to 44 years,219
2020/2021,Alberta,Other custodial statuses,45 to 49 years,109
2020/2021,Alberta,Other custodial statuses,50 years and over,137
2020/2021,Alberta,Other custodial statuses,Age unknown,0
2020/2021,British Columbia,"Total, custodial admissions","Total, custodial admissions by age group",11051
2020/2021,British Columbia,"Total, custodial admissions",18 to 19 years,129
2020/2021,British Columbia,"Total, custodial admissions",20 to 24 years,1100
2020/2021,British Columbia,"Total, custodial admissions",25 to 29 years,1954
2020/2021,British Columbia,"Total, custodial admissions",30 to 34 years,2307
2020/2021,British Columbia,"Total, custodial admissions",35 to 39 years,2123
2020/2021,British Columbia,"Total, custodial admissions",40 to 44 years,1392
2020/2021,British Columbia,"Total, custodial admissions",45 to 49 years,901
2020/2021,British Columbia,"Total, custodial admissions",50 years and over,1145
2020/2021,British Columbia,"Total, custodial admissions",Age unknown,0
2020/2021,British Columbia,Sentenced,"Total, custodial admissions by age group",3284
2020/2021,British Columbia,Sentenced,18 to 19 years,18
2020/2021,British Columbia,Sentenced,20 to 24 years,300
2020/2021,British Columbia,Sentenced,25 to 29 years,566
2020/2021,British Columbia,Sentenced,30 to 34 years,685
2020/2021,British Columbia,Sentenced,35 to 39 years,628
2020/2021,British Columbia,Sentenced,40 to 44 years,422
2020/2021,British Columbia,Sentenced,45 to 49 years,280
2020/2021,British Columbia,Sentenced,50 years and over,385
2020/2021,British Columbia,Sentenced,Age unknown,0
2020/2021,British Columbia,Sentenced,Median age on admission,35
2020/2021,British Columbia,Remand,"Total, custodial admissions by age group",6884
2020/2021,British Columbia,Remand,18 to 19 years,110
2020/2021,British Columbia,Remand,20 to 24 years,728
2020/2021,British Columbia,Remand,25 to 29 years,1234
2020/2021,British Columbia,Remand,30 to 34 years,1468
2020/2021,British Columbia,Remand,35 to 39 years,1346
2020/2021,British Columbia,Remand,40 to 44 years,848
2020/2021,British Columbia,Remand,45 to 49 years,553
2020/2021,British Columbia,Remand,50 years and over,597
2020/2021,British Columbia,Remand,Age unknown,0
2020/2021,British Columbia,Remand,Median age on admission,34
2020/2021,British Columbia,Other custodial statuses,"Total, custodial admissions by age group",883
2020/2021,British Columbia,Other custodial statuses,18 to 19 years,1
2020/2021,British Columbia,Other custodial statuses,20 to 24 years,72
2020/2021,British Columbia,Other custodial statuses,25 to 29 years,154
2020/2021,British Columbia,Other custodial statuses,30 to 34 years,154
2020/2021,British Columbia,Other custodial statuses,35 to 39 years,149
2020/2021,British Columbia,Other custodial statuses,40 to 44 years,122
2020/2021,British Columbia,Other custodial statuses,45 to 49 years,68
2020/2021,British Columbia,Other custodial statuses,50 years and over,163
2020/2021,British Columbia,Other custodial statuses,Age unknown,0
2020/2021,British Columbia,Other custodial statuses,Median age on admission,
2020/2021,Yukon,"Total, custodial admissions","Total, custodial admissions by age group",439
2020/2021,Yukon,"Total, custodial admissions",18 to 19 years,7
2020/2021,Yukon,"Total, custodial admissions",20 to 24 years,69
2020/2021,Yukon,"Total, custodial admissions",25 to 29 years,60
2020/2021,Yukon,"Total, custodial admissions",30 to 34 years,61
2020/2021,Yukon,"Total, custodial admissions",35 to 39 years,74
2020/2021,Yukon,"Total, custodial admissions",40 to 44 years,75
2020/2021,Yukon,"Total, custodial admissions",45 to 49 years,26
2020/2021,Yukon,"Total, custodial admissions",50 years and over,67
2020/2021,Yukon,"Total, custodial admissions",Age unknown,0
2020/2021,Yukon,Sentenced,"Total, custodial admissions by age group",93
2020/2021,Yukon,Sentenced,18 to 19 years,1
2020/2021,Yukon,Sentenced,20 to 24 years,10
2020/2021,Yukon,Sentenced,25 to 29 years,12
2020/2021,Yukon,Sentenced,30 to 34 years,12
2020/2021,Yukon,Sentenced,35 to 39 years,15
2020/2021,Yukon,Sentenced,40 to 44 years,17
2020/2021,Yukon,Sentenced,45 to 49 years,4
2020/2021,Yukon,Sentenced,50 years and over,22
2020/2021,Yukon,Sentenced,Age unknown,0
2020/2021,Yukon,Sentenced,Median age on admission,39
2020/2021,Yukon,Remand,"Total, custodial admissions by age group",343
2020/2021,Yukon,Remand,18 to 19 years,6
2020/2021,Yukon,Remand,20 to 24 years,59
2020/2021,Yukon,Remand,25 to 29 years,47
2020/2021,Yukon,Remand,30 to 34 years,47
2020/2021,Yukon,Remand,35 to 39 years,59
2020/2021,Yukon,Remand,40 to 44 years,58
2020/2021,Yukon,Remand,45 to 49 years,22
2020/2021,Yukon,Remand,50 years and over,45
2020/2021,Yukon,Remand,Age unknown,0
2020/2021,Yukon,Remand,Median age on admission,35
2020/2021,Yukon,Other custodial statuses,"Total, custodial admissions by age group",3
2020/2021,Yukon,Other custodial statuses,18 to 19 years,0
2020/2021,Yukon,Other custodial statuses,20 to 24 years,0
2020/2021,Yukon,Other custodial statuses,25 to 29 years,1
2020/2021,Yukon,Other custodial statuses,30 to 34 years,2
2020/2021,Yukon,Other custodial statuses,35 to 39 years,0
2020/2021,Yukon,Other custodial statuses,40 to 44 years,0
2020/2021,Yukon,Other custodial statuses,45 to 49 years,0
2020/2021,Yukon,Other custodial statuses,50 years and over,0
2020/2021,Yukon,Other custodial statuses,Age unknown,0
2020/2021,Yukon,Other custodial statuses,Median age on admission,31
2020/2021,Northwest Territories,"Total, custodial admissions","Total, custodial admissions by age group",641
2020/2021,Northwest Territories,"Total, custodial admissions",18 to 19 years,13
2020/2021,Northwest Territories,"Total, custodial admissions",20 to 24 years,72
2020/2021,Northwest Territories,"Total, custodial admissions",25 to 29 years,147
2020/2021,Northwest Territories,"Total, custodial admissions",30 to 34 years,128
2020/2021,Northwest Territories,"Total, custodial admissions",35 to 39 years,119
2020/2021,Northwest Territories,"Total, custodial admissions",40 to 44 years,58
2020/2021,Northwest Territories,"Total, custodial admissions",45 to 49 years,44
2020/2021,Northwest Territories,"Total, custodial admissions",50 years and over,60
2020/2021,Northwest Territories,"Total, custodial admissions",Age unknown,0
2020/2021,Northwest Territories,Sentenced,"Total, custodial admissions by age group",168
2020/2021,Northwest Territories,Sentenced,18 to 19 years,1
2020/2021,Northwest Territories,Sentenced,20 to 24 years,13
2020/2021,Northwest Territories,Sentenced,25 to 29 years,44
2020/2021,Northwest Territories,Sentenced,30 to 34 years,35
2020/2021,Northwest Territories,Sentenced,35 to 39 years,30
2020/2021,Northwest Territories,Sentenced,40 to 44 years,16
2020/2021,Northwest Territories,Sentenced,45 to 49 years,14
2020/2021,Northwest Territories,Sentenced,50 years and over,15
2020/2021,Northwest Territories,Sentenced,Age unknown,0
2020/2021,Northwest Territories,Sentenced,Median age on admission,33
2020/2021,Northwest Territories,Remand,"Total, custodial admissions by age group",473
2020/2021,Northwest Territories,Remand,18 to 19 years,12
2020/2021,Northwest Territories,Remand,20 to 24 years,59
2020/2021,Northwest Territories,Remand,25 to 29 years,103
2020/2021,Northwest Territories,Remand,30 to 34 years,93
2020/2021,Northwest Territories,Remand,35 to 39 years,89
2020/2021,Northwest Territories,Remand,40 to 44 years,42
2020/2021,Northwest Territories,Remand,45 to 49 years,30
2020/2021,Northwest Territories,Remand,50 years and over,45
2020/2021,Northwest Territories,Remand,Age unknown,0
2020/2021,Northwest Territories,Remand,Median age on admission,31
2020/2021,Northwest Territories,Other custodial statuses,"Total, custodial admissions by age group",0
2020/2021,Northwest Territories,Other custodial statuses,18 to 19 years,0
2020/2021,Northwest Territories,Other custodial statuses,20 to 24 years,0
2020/2021,Northwest Territories,Other custodial statuses,25 to 29 years,0
2020/2021,Northwest Territories,Other custodial statuses,30 to 34 years,0
2020/2021,Northwest Territories,Other custodial statuses,35 to 39 years,0
2020/2021,Northwest Territories,Other custodial statuses,40 to 44 years,0
2020/2021,Northwest Territories,Other custodial statuses,45 to 49 years,0
2020/2021,Northwest Territories,Other custodial statuses,50 years and over,0
2020/2021,Northwest Territories,Other custodial statuses,Age unknown,0
2020/2021,Northwest Territories,Other custodial statuses,Median age on admission,0
2020/2021,Nunavut,"Total, custodial admissions","Total, custodial admissions by age group",1832
2020/2021,Nunavut,"Total, custodial admissions",18 to 19 years,12
2020/2021,Nunavut,"Total, custodial admissions",20 to 24 years,311
2020/2021,Nunavut,"Total, custodial admissions",25 to 29 years,383
2020/2021,Nunavut,"Total, custodial admissions",30 to 34 years,271
2020/2021,Nunavut,"Total, custodial admissions",35 to 39 years,292
2020/2021,Nunavut,"Total, custodial admissions",40 to 44 years,364
2020/2021,Nunavut,"Total, custodial admissions",45 to 49 years,99
2020/2021,Nunavut,"Total, custodial admissions",50 years and over,100
2020/2021,Nunavut,"Total, custodial admissions",Age unknown,0
2020/2021,Nunavut,Sentenced,"Total, custodial admissions by age group",338
2020/2021,Nunavut,Sentenced,18 to 19 years,0
2020/2021,Nunavut,Sentenced,20 to 24 years,92
2020/2021,Nunavut,Sentenced,25 to 29 years,41
2020/2021,Nunavut,Sentenced,30 to 34 years,37
2020/2021,Nunavut,Sentenced,35 to 39 years,77
2020/2021,Nunavut,Sentenced,40 to 44 years,62
2020/2021,Nunavut,Sentenced,45 to 49 years,14
2020/2021,Nunavut,Sentenced,50 years and over,15
2020/2021,Nunavut,Sentenced,Age unknown,0
2020/2021,Nunavut,Sentenced,Median age on admission,0
2020/2021,Nunavut,Remand,"Total, custodial admissions by age group",1494
2020/2021,Nunavut,Remand,18 to 19 years,12
2020/2021,Nunavut,Remand,20 to 24 years,219
2020/2021,Nunavut,Remand,25 to 29 years,342
2020/2021,Nunavut,Remand,30 to 34 years,234
2020/2021,Nunavut,Remand,35 to 39 years,215
2020/2021,Nunavut,Remand,40 to 44 years,302
2020/2021,Nunavut,Remand,45 to 49 years,85
2020/2021,Nunavut,Remand,50 years and over,85
2020/2021,Nunavut,Remand,Age unknown,0
2020/2021,Nunavut,Remand,Median age on admission,0
2020/2021,Nunavut,Other custodial statuses,"Total, custodial admissions by age group",0
2020/2021,Nunavut,Other custodial statuses,18 to 19 years,0
2020/2021,Nunavut,Other custodial statuses,20 to 24 years,0
2020/2021,Nunavut,Other custodial statuses,25 to 29 years,0
2020/2021,Nunavut,Other custodial statuses,30 to 34 years,0
2020/2021,Nunavut,Other custodial statuses,35 to 39 years,0
2020/2021,Nunavut,Other custodial statuses,40 to 44 years,0
2020/2021,Nunavut,Other custodial statuses,45 to 49 years,0
2020/2021,Nunavut,Other custodial statuses,50 years and over,0
2020/2021,Nunavut,Other custodial statuses,Age unknown,0
2020/2021,Nunavut,Other custodial statuses,Median age on admission,0
2021/2022,All Provinces and territories,"Total, custodial admissions","Total, custodial admissions by age group",149921
2021/2022,All Provinces and territories,"Total, custodial admissions",18 to 19 years,3363
2021/2022,All Provinces and territories,"Total, custodial admissions",20 to 24 years,17898
2021/2022,All Provinces and territories,"Total, custodial admissions",25 to 29 years,28023
2021/2022,All Provinces and territories,"Total, custodial admissions",30 to 34 years,30349
2021/2022,All Provinces and territories,"Total, custodial admissions",35 to 39 years,25667
2021/2022,All Provinces and territories,"Total, custodial admissions",40 to 44 years,17829
2021/2022,All Provinces and territories,"Total, custodial admissions",45 to 49 years,10828
2021/2022,All Provinces and territories,"Total, custodial admissions",50 years and over,15917
2021/2022,All Provinces and territories,"Total, custodial admissions",Age unknown,47
2021/2022,All Provinces and territories,Sentenced,"Total, custodial admissions by age group",37932
2021/2022,All Provinces and territories,Sentenced,18 to 19 years,387
2021/2022,All Provinces and territories,Sentenced,20 to 24 years,4068
2021/2022,All Provinces and territories,Sentenced,25 to 29 years,6981
2021/2022,All Provinces and territories,Sentenced,30 to 34 years,7619
