"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998/1999","Nova Scotia","2016A000212","Community portion of custody sentence, community supervision","Persons","249","units","0","v44182189","3.9","","..","","","1"
"1998/1999","Nova Scotia","2016A000212","Deferred custody, community supervision","Persons","249","units","0","v44182190","3.10","","..","","","1"
"1998/1999","Nova Scotia","2016A000212","Intensive support and supervision, community supervision","Persons","249","units","0","v44182191","3.11","","..","","","1"
"1998/1999","Nova Scotia","2016A000212","Probation rate per 10,000 young persons","Rate","257","units","0","v32164153","3.12","178.16","","","","2"
"1998/1999","New Brunswick","2016A000213","Total actual-in count","Persons","249","units","0","v32164154","4.1","143.6","","","","1"
"1998/1999","New Brunswick","2016A000213","Total sentenced custody, actual-in count","Persons","249","units","0","v32164155","4.2","131.3","","","","1"
"1998/1999","New Brunswick","2016A000213","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164156","4.3","57.3","","","","1"
"1998/1999","New Brunswick","2016A000213","Sentenced open custody, actual-in count","Persons","249","units","0","v32164157","4.4","73.9","","","","1"
"1998/1999","New Brunswick","2016A000213","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164158","4.5","12.3","","","","1"
"1998/1999","New Brunswick","2016A000213","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164159","4.6","23.14","","","","2"
"1998/1999","New Brunswick","2016A000213","Total community supervision count","Persons","249","units","0","v32164160","4.7","1035.8","","","","1"
"1998/1999","New Brunswick","2016A000213","Probation, community supervision","Persons","249","units","0","v32164161","4.8","1035.8","","","","1"
"1998/1999","New Brunswick","2016A000213","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164162","4.9","","..","","","1"
"1998/1999","New Brunswick","2016A000213","Deferred custody, community supervision","Persons","249","units","0","v32164163","4.10","","..","","","1"
"1998/1999","New Brunswick","2016A000213","Intensive support and supervision, community supervision","Persons","249","units","0","v44182192","4.11","","..","","","1"
"1998/1999","New Brunswick","2016A000213","Probation rate per 10,000 young persons","Rate","257","units","0","v32164164","4.12","166.96","","","","2"
"1998/1999","Quebec","2016A000224","Total actual-in count","Persons","249","units","0","v32164165","5.1","556.4","","","","1"
"1998/1999","Quebec","2016A000224","Total sentenced custody, actual-in count","Persons","249","units","0","v32164166","5.2","453.4","","","","1"
"1998/1999","Quebec","2016A000224","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164167","5.3","238.8","","","","1"
"1998/1999","Quebec","2016A000224","Sentenced open custody, actual-in count","Persons","249","units","0","v32164168","5.4","214.6","","","","1"
"1998/1999","Quebec","2016A000224","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164169","5.5","103.0","","","","1"
"1998/1999","Quebec","2016A000224","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164170","5.6","9.88","","","","2"
"1998/1999","Quebec","2016A000224","Total community supervision count","Persons","249","units","0","v32164171","5.7","4915.0","","","","1"
"1998/1999","Quebec","2016A000224","Probation, community supervision","Persons","249","units","0","v32164172","5.8","4915.0","","","","1"
"1998/1999","Quebec","2016A000224","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164173","5.9","","..","","","1"
"1998/1999","Quebec","2016A000224","Deferred custody, community supervision","Persons","249","units","0","v32164174","5.10","","..","","","1"
"1998/1999","Quebec","2016A000224","Intensive support and supervision, community supervision","Persons","249","units","0","v32164175","5.11","","..","","","1"
"1998/1999","Quebec","2016A000224","Probation rate per 10,000 young persons","Rate","257","units","0","v32164176","5.12","87.27","","","","2"
"1998/1999","Ontario","2016A000235","Total actual-in count","Persons","249","units","0","v32164177","6.1","2012.6","","","","1"
"1998/1999","Ontario","2016A000235","Total sentenced custody, actual-in count","Persons","249","units","0","v32164178","6.2","1730.4","","","","1"
"1998/1999","Ontario","2016A000235","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164179","6.3","808.7","","","","1"
"1998/1999","Ontario","2016A000235","Sentenced open custody, actual-in count","Persons","249","units","0","v32164180","6.4","921.7","","","","1"
"1998/1999","Ontario","2016A000235","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164181","6.5","282.2","","","","1"
"1998/1999","Ontario","2016A000235","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164182","6.6","","..","","","2"
"1998/1999","Ontario","2016A000235","Total community supervision count","Persons","249","units","0","v32164183","6.7","18215.1","","","","1"
"1998/1999","Ontario","2016A000235","Probation, community supervision","Persons","249","units","0","v32164184","6.8","18215.1","","","","1"
"1998/1999","Ontario","2016A000235","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164185","6.9","","..","","","1"
"1998/1999","Ontario","2016A000235","Deferred custody, community supervision","Persons","249","units","0","v32164186","6.10","","..","","","1"
"1998/1999","Ontario","2016A000235","Intensive support and supervision, community supervision","Persons","249","units","0","v44182193","6.11","","..","","","1"
"1998/1999","Ontario","2016A000235","Probation rate per 10,000 young persons","Rate","257","units","0","v32164187","6.12","199.49","","","","2"
"1998/1999","Manitoba","2016A000246","Total actual-in count","Persons","249","units","0","v32164188","7.1","303.2","","","","1"
"1998/1999","Manitoba","2016A000246","Total sentenced custody, actual-in count","Persons","249","units","0","v32164189","7.2","207.3","","","","1"
"1998/1999","Manitoba","2016A000246","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164190","7.3","83.9","","","","1"
"1998/1999","Manitoba","2016A000246","Sentenced open custody, actual-in count","Persons","249","units","0","v32164191","7.4","123.4","","","","1"
"1998/1999","Manitoba","2016A000246","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164192","7.5","95.8","","","","1"
"1998/1999","Manitoba","2016A000246","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164193","7.6","31.03","","","","2"
"1998/1999","Manitoba","2016A000246","Total community supervision count","Persons","249","units","0","v32164194","7.7","2020.9","","","","1"
"1998/1999","Manitoba","2016A000246","Probation, community supervision","Persons","249","units","0","v32164195","7.8","2020.9","","","","1"
"1998/1999","Manitoba","2016A000246","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164196","7.9","","..","","","1"
"1998/1999","Manitoba","2016A000246","Deferred custody, community supervision","Persons","249","units","0","v32164197","7.10","","..","","","1"
"1998/1999","Manitoba","2016A000246","Probation rate per 10,000 young persons","Rate","257","units","0","v32164198","7.12","206.83","","","","2"
"1998/1999","Saskatchewan","2016A000247","Total actual-in count","Persons","249","units","0","v32164199","8.1","397.9","","","","1"
"1998/1999","Saskatchewan","2016A000247","Total sentenced custody, actual-in count","Persons","249","units","0","v32164200","8.2","322.9","","","","1"
"1998/1999","Saskatchewan","2016A000247","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164201","8.3","187.4","","","","1"
"1998/1999","Saskatchewan","2016A000247","Sentenced open custody, actual-in count","Persons","249","units","0","v32164202","8.4","135.5","","","","1"
"1998/1999","Saskatchewan","2016A000247","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164203","8.5","75.0","","","","1"
"1998/1999","Saskatchewan","2016A000247","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164204","8.6","40.97","","","","2"
"1998/1999","Saskatchewan","2016A000247","Total community supervision count","Persons","249","units","0","v32164205","8.7","2025.8","","","","1"
"1998/1999","Saskatchewan","2016A000247","Probation, community supervision","Persons","249","units","0","v32164206","8.8","2025.8","","","","1"
"1998/1999","Saskatchewan","2016A000247","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164207","8.9","","..","","","1"
"1998/1999","Saskatchewan","2016A000247","Deferred custody, community supervision","Persons","249","units","0","v32164208","8.10","","..","","","1"
"1998/1999","Saskatchewan","2016A000247","Probation rate per 10,000 young persons","Rate","257","units","0","v32164209","8.12","208.56","","","","2"
"1998/1999","Alberta","2016A000248","Total actual-in count","Persons","249","units","0","v32164210","9.1","464.9","","","","1"
"1998/1999","Alberta","2016A000248","Total sentenced custody, actual-in count","Persons","249","units","0","v32164211","9.2","331.9","","","","1"
"1998/1999","Alberta","2016A000248","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164212","9.3","157.4","","","","1"
"1998/1999","Alberta","2016A000248","Sentenced open custody, actual-in count","Persons","249","units","0","v32164213","9.4","174.5","","","","1"
"1998/1999","Alberta","2016A000248","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164214","9.5","133.0","","","","1"
"1998/1999","Alberta","2016A000248","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164215","9.6","17.84","","","","2"
"1998/1999","Alberta","2016A000248","Total community supervision count","Persons","249","units","0","v32164216","9.7","3194.1","","","","1"
"1998/1999","Alberta","2016A000248","Probation, community supervision","Persons","249","units","0","v32164217","9.8","3194.1","","","","1"
"1998/1999","Alberta","2016A000248","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164218","9.9","","..","","","1"
"1998/1999","Alberta","2016A000248","Deferred custody, community supervision","Persons","249","units","0","v32164219","9.10","","..","","","1"
"1998/1999","Alberta","2016A000248","Intensive support and supervision, community supervision","Persons","249","units","0","v32164220","9.11","","..","","","1"
"1998/1999","Alberta","2016A000248","Probation rate per 10,000 young persons","Rate","257","units","0","v32164221","9.12","122.58","","","","2"
"1998/1999","British Columbia","2016A000259","Total actual-in count","Persons","249","units","0","v32164222","10.1","358.5","","","","1"
"1998/1999","British Columbia","2016A000259","Total sentenced custody, actual-in count","Persons","249","units","0","v32164223","10.2","260.7","","","","1"
"1998/1999","British Columbia","2016A000259","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164224","10.3","107.8","","","","1"
