REF_DATE,GEO,DGUID,Admissions and releases,Correctional services,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Provincial director remand,Number,223,units,0,v32445601,1.1.3,182,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Secure custody,Number,223,units,0,v32445602,1.1.4,531,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Open custody,Number,223,units,0,v32445605,1.1.7,304,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Total community sentences,Number,223,units,0,v32445608,1.1.10,6615,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445609,1.1.11,560,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445610,1.1.12,84,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445611,1.1.13,309,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Supervised probation,Number,223,units,0,v32445612,1.1.14,3095,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth admissions,Other community sentences,Number,223,units,0,v32445613,1.1.15,2567,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Total correctional services,Number,223,units,0,v32445614,1.2.1,12723,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Pre-trial detention,Number,223,units,0,v32445615,1.2.2,2444,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Provincial director remand,Number,223,units,0,v32445616,1.2.3,184,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Secure custody,Number,223,units,0,v32445617,1.2.4,505,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Open custody,Number,223,units,0,v32445620,1.2.7,350,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Total community sentences,Number,223,units,0,v32445623,1.2.10,9240,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445624,1.2.11,652,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Intensive support and supervision,Number,223,units,0,v32445625,1.2.12,107,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445626,1.2.13,323,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Supervised probation,Number,223,units,0,v32445627,1.2.14,4858,,,,0
2020/2021,Provinces and territories,2016A000011124,Youth releases,Other community sentences,Number,223,units,0,v32445628,1.2.15,3300,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Total correctional services,Number,223,units,0,v32445629,2.1.1,126,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Pre-trial detention,Number,223,units,0,v32445630,2.1.2,30,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Provincial director remand,Number,223,units,0,v41444260,2.1.3,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Secure custody,Number,223,units,0,v32445631,2.1.4,6,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Open custody,Number,223,units,0,v32445634,2.1.7,1,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Total community sentences,Number,223,units,0,v32445637,2.1.10,89,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445638,2.1.11,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444261,2.1.12,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445639,2.1.13,3,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Supervised probation,Number,223,units,0,v32445640,2.1.14,70,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth admissions,Other community sentences,Number,223,units,0,v32445641,2.1.15,16,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Total correctional services,Number,223,units,0,v32445642,2.2.1,164,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Pre-trial detention,Number,223,units,0,v32445643,2.2.2,32,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Provincial director remand,Number,223,units,0,v41444262,2.2.3,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Secure custody,Number,223,units,0,v32445644,2.2.4,5,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Open custody,Number,223,units,0,v32445647,2.2.7,1,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Total community sentences,Number,223,units,0,v32445650,2.2.10,126,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445651,2.2.11,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Intensive support and supervision,Number,223,units,0,v41444263,2.2.12,0,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Deferred custody and supervision,Number,223,units,0,v41444264,2.2.13,7,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Supervised probation,Number,223,units,0,v32445652,2.2.14,102,,,,0
2020/2021,Newfoundland and Labrador,2016A000210,Youth releases,Other community sentences,Number,223,units,0,v41444265,2.2.15,17,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Total correctional services,Number,223,units,0,v32445653,3.1.1,69,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Pre-trial detention,Number,223,units,0,v32445654,3.1.2,2,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Provincial director remand,Number,223,units,0,v32445655,3.1.3,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Secure custody,Number,223,units,0,v32445656,3.1.4,6,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Open custody,Number,223,units,0,v32445659,3.1.7,2,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Total community sentences,Number,223,units,0,v32445662,3.1.10,59,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445663,3.1.11,4,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445664,3.1.12,,..,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445665,3.1.13,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Supervised probation,Number,223,units,0,v32445666,3.1.14,26,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth admissions,Other community sentences,Number,223,units,0,v32445667,3.1.15,29,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Total correctional services,Number,223,units,0,v32445668,3.2.1,107,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Pre-trial detention,Number,223,units,0,v32445669,3.2.2,8,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Provincial director remand,Number,223,units,0,v32445670,3.2.3,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Secure custody,Number,223,units,0,v32445671,3.2.4,6,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Open custody,Number,223,units,0,v32445674,3.2.7,4,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Total community sentences,Number,223,units,0,v32445677,3.2.10,89,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445678,3.2.11,7,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Intensive support and supervision,Number,223,units,0,v32445679,3.2.12,,..,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445680,3.2.13,0,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Supervised probation,Number,223,units,0,v32445681,3.2.14,57,,,,0
2020/2021,Prince Edward Island,2016A000211,Youth releases,Other community sentences,Number,223,units,0,v32445682,3.2.15,25,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Total correctional services,Number,223,units,0,v32445683,4.1.1,157,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Pre-trial detention,Number,223,units,0,v32445684,4.1.2,42,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Provincial director remand,Number,223,units,0,v32445685,4.1.3,15,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Secure custody,Number,223,units,0,v32445686,4.1.4,19,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Open custody,Number,223,units,0,v32445689,4.1.7,0,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Total community sentences,Number,223,units,0,v32445691,4.1.10,81,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v41444267,4.1.11,8,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Intensive support and supervision,Number,223,units,0,v41444268,4.1.12,0,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Deferred custody and supervision,Number,223,units,0,v41444269,4.1.13,11,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Supervised probation,Number,223,units,0,v32860962,4.1.14,62,,,,0
2020/2021,Nova Scotia,2016A000212,Youth admissions,Other community sentences,Number,223,units,0,v41444270,4.1.15,0,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Total correctional services,Number,223,units,0,v32445692,4.2.1,211,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Pre-trial detention,Number,223,units,0,v32445693,4.2.2,42,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Provincial director remand,Number,223,units,0,v32445694,4.2.3,14,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Secure custody,Number,223,units,0,v32445695,4.2.4,14,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Open custody,Number,223,units,0,v32445698,4.2.7,0,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Total community sentences,Number,223,units,0,v32445701,4.2.10,141,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v79960451,4.2.11,8,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Intensive support and supervision,Number,223,units,0,v79960452,4.2.12,0,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Deferred custody and supervision,Number,223,units,0,v79960453,4.2.13,15,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Supervised probation,Number,223,units,0,v79960454,4.2.14,118,,,,0
2020/2021,Nova Scotia,2016A000212,Youth releases,Other community sentences,Number,223,units,0,v79960455,4.2.15,0,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Total correctional services,Number,223,units,0,v32445702,5.1.1,218,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Pre-trial detention,Number,223,units,0,v32445703,5.1.2,53,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Provincial director remand,Number,223,units,0,v32445704,5.1.3,8,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Secure custody,Number,223,units,0,v32445705,5.1.4,12,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Open custody,Number,223,units,0,v32445708,5.1.7,3,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Total community sentences,Number,223,units,0,v32445711,5.1.10,142,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445712,5.1.11,11,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445713,5.1.12,,..,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445714,5.1.13,15,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Supervised probation,Number,223,units,0,v32445715,5.1.14,89,,,,0
2020/2021,New Brunswick,2016A000213,Youth admissions,Other community sentences,Number,223,units,0,v32445716,5.1.15,27,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Total correctional services,Number,223,units,0,v32445717,5.2.1,258,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Pre-trial detention,Number,223,units,0,v32445718,5.2.2,53,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Provincial director remand,Number,223,units,0,v32445719,5.2.3,9,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Secure custody,Number,223,units,0,v32445720,5.2.4,10,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Open custody,Number,223,units,0,v32445723,5.2.7,4,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Total community sentences,Number,223,units,0,v32445726,5.2.10,182,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v32445727,5.2.11,12,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Intensive support and supervision,Number,223,units,0,v32445728,5.2.12,,..,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Deferred custody and supervision,Number,223,units,0,v32445729,5.2.13,16,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Supervised probation,Number,223,units,0,v32445730,5.2.14,126,,,,0
2020/2021,New Brunswick,2016A000213,Youth releases,Other community sentences,Number,223,units,0,v32445731,5.2.15,28,,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Total correctional services,Number,223,units,0,v32445732,6.1.1,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Pre-trial detention,Number,223,units,0,v32445733,6.1.2,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Provincial director remand,Number,223,units,0,v41444271,6.1.3,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Secure custody,Number,223,units,0,v32445734,6.1.4,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Open custody,Number,223,units,0,v32445736,6.1.7,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Total community sentences,Number,223,units,0,v32445738,6.1.10,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v43732551,6.1.11,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445739,6.1.12,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445740,6.1.13,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Supervised probation,Number,223,units,0,v32445741,6.1.14,,..,,,0
2020/2021,Quebec,2016A000224,Youth admissions,Other community sentences,Number,223,units,0,v32445742,6.1.15,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Total correctional services,Number,223,units,0,v41501090,6.2.1,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Pre-trial detention,Number,223,units,0,v41501091,6.2.2,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Provincial director remand,Number,223,units,0,v41501092,6.2.3,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Secure custody,Number,223,units,0,v43732552,6.2.4,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Open custody,Number,223,units,0,v43732555,6.2.7,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Total community sentences,Number,223,units,0,v79960456,6.2.10,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Community Portion of Custody Supervision,Number,223,units,0,v79960457,6.2.11,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Intensive support and supervision,Number,223,units,0,v79960458,6.2.12,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Deferred custody and supervision,Number,223,units,0,v79960459,6.2.13,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Supervised probation,Number,223,units,0,v79960460,6.2.14,,..,,,0
2020/2021,Quebec,2016A000224,Youth releases,Other community sentences,Number,223,units,0,v79960461,6.2.15,,..,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Total correctional services,Number,223,units,0,v32445743,7.1.1,2617,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Pre-trial detention,Number,223,units,0,v32445744,7.1.2,994,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Provincial director remand,Number,223,units,0,v43732558,7.1.3,,..,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Secure custody,Number,223,units,0,v32445745,7.1.4,108,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Open custody,Number,223,units,0,v32445748,7.1.7,49,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Total community sentences,Number,223,units,0,v32445751,7.1.10,1466,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Community Portion of Custody Supervision,Number,223,units,0,v32445752,7.1.11,169,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Intensive support and supervision,Number,223,units,0,v32445753,7.1.12,15,,,,0
2020/2021,Ontario,2016A000235,Youth admissions,Deferred custody and supervision,Number,223,units,0,v32445754,7.1.13,106,,,,0
